856_domain	date	DATA	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	FUNDER	FNS_FUNDER	EU_FUNDER
IZAJOM.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
J-CS.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
J-MICROPALAEONTOL.NET	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
JABFM.ORG	2022	0	1	1	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	1981	0	0	0	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	1992	0	2	0	2	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	1994	0	1	0	1	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	1997	0	1	1	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2001	0	1	1	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2003	0	2	2	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2004	0	2	2	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2007	0	1	1	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2008	0	5	4	1	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2010	0	2	2	0	0	0	0	0	0	0	0	0	0
JAC.OXFORDJOURNALS.ORG	2016	0	1	1	0	0	0	0	0	0	0	0	0	0
JACCES.ORG	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
JAD.QUINTESSENZ.DE	2013	0	1	0	0	0	0	0	1	0	0	0	0	0
JAE.OXFORDJOURNALS.ORG	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
JAE.OXFORDJOURNALS.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHA.AHAJOURNALS.ORG	2016	0	1	1	0	0	0	0	0	0	0	0	0	0
JAII2021.SCIENCESCONF.ORG	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	1991	0	1	0	1	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	1994	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	1995	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	1996	0	1	0	1	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	1999	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	2008	0	5	5	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	2009	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMA.AMA-ASSN.ORG	2010	0	2	2	0	0	0	0	0	0	0	0	0	0
JAMA.JAMANETWORK.COM	1958	0	1	0	0	1	0	0	0	0	0	0	0	0
JAMA.JAMANETWORK.COM	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMA.JAMANETWORK.COM	2015	0	0	0	0	0	0	0	0	0	0	1	1	0
JAMA.JAMANETWORK.COM	2017	0	0	0	0	0	0	0	0	0	0	1	1	0
JAMANETWORK.COM	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMANETWORK.COM	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMANETWORK.COM	2012	0	0	0	0	0	0	0	0	0	0	1	1	0
JAMANETWORK.COM	2014	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMANETWORK.COM	2017	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMANETWORK.COM	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
JAMANETWORK.COM	2019	0	2	2	0	0	0	0	0	0	0	1	1	1
JAMANETWORK.COM	2020	0	6	6	1	0	0	0	0	0	0	1	0	1
JAMANETWORK.COM	2021	0	11	11	0	0	0	0	0	0	0	3	3	1
JAMANETWORK.COM	2022	0	8	8	1	0	0	0	0	0	0	1	1	0
JAMANETWORK.COM	2023	0	11	11	0	0	0	0	0	0	0	4	2	2
JAP.PHYSIOLOGY.ORG	1982	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1984	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1986	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1987	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1988	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1989	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1991	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1992	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1993	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1996	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1997	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	1998	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	2001	0	1	1	1	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	2002	0	2	1	1	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	2005	0	0	0	0	0	0	0	0	0	0	0	0	0
JAP.PHYSIOLOGY.ORG	2009	0	2	2	0	0	0	0	0	0	0	0	0	0
JAPANLINKCENTER.ORG	2012	0	1	1	0	0	0	0	0	0	0	0	0	0
JASN.ASNJOURNALS.ORG	2002	0	1	0	1	0	0	0	0	0	0	1	1	0
JASN.ASNJOURNALS.ORG	2003	0	0	0	0	0	0	0	0	0	0	0	0	0
JASN.ASNJOURNALS.ORG	2009	0	1	1	1	0	0	0	0	0	0	0	0	0
JASN.ASNJOURNALS.ORG	2014	0	1	0	1	0	0	0	0	0	0	0	0	0
JASN.ASNJOURNALS.ORG	2021	0	1	0	1	0	0	0	0	0	0	1	1	0
JASSS.SOC.SURREY.AC.UK	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
JASSS.SOC.SURREY.AC.UK	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
JASSS.SOC.SURREY.AC.UK	2019	0	0	0	0	0	0	0	0	0	0	1	1	0
JAYPEEDIGITAL.COM	2012	0	2	2	0	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	1991	0	2	0	2	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	1993	0	1	0	0	1	0	0	0	0	0	1	1	0
JB.ASM.ORG	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	1996	0	1	0	0	1	0	0	0	0	0	1	1	0
JB.ASM.ORG	1997	0	1	1	0	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	2009	0	1	1	1	0	0	0	0	0	0	0	0	0
JB.ASM.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1980	0	1	1	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1982	0	1	1	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1986	0	2	2	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1987	0	3	1	2	0	0	0	0	0	0	0	0	0
JBC.ORG	1988	0	1	0	1	0	0	0	0	0	0	0	0	0
JBC.ORG	1989	0	5	5	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1990	0	2	1	1	1	0	0	0	0	0	0	0	0
JBC.ORG	1991	0	1	1	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1992	0	4	3	1	0	0	0	0	0	0	0	0	0
JBC.ORG	1993	0	7	5	2	0	0	0	0	0	0	0	0	0
JBC.ORG	1994	0	3	2	1	0	0	0	0	0	0	0	0	0
JBC.ORG	1995	0	4	1	1	2	0	0	0	0	0	1	1	0
JBC.ORG	1996	0	3	3	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1997	0	6	4	0	2	0	0	0	0	0	1	1	0
JBC.ORG	1998	0	0	0	0	0	0	0	0	0	0	0	0	0
JBC.ORG	1999	0	9	2	1	6	0	0	0	0	0	5	5	0
JBC.ORG	2000	0	3	1	0	2	0	0	0	0	0	0	0	0
JBC.ORG	2001	0	6	2	3	0	0	0	0	1	0	0	0	0
JBC.ORG	2002	0	0	0	0	0	0	0	0	0	0	0	0	0
JBC.ORG	2003	0	1	1	0	0	0	0	0	0	0	0	0	0
JBC.ORG	2004	0	5	2	2	0	0	0	0	1	0	0	0	0
JBC.ORG	2005	0	3	2	1	0	0	0	0	0	0	0	0	0
JBC.ORG	2006	0	2	1	0	1	0	0	0	0	0	0	0	0
JBC.ORG	2007	0	3	1	1	1	1	0	0	0	0	0	0	0
JBC.ORG	2008	0	8	3	4	1	0	0	0	0	0	0	0	0
JBC.ORG	2009	0	10	4	8	0	0	0	0	0	0	0	0	0
JBC.ORG	2010	0	10	3	8	0	1	0	0	0	0	0	0	0
JBC.ORG	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
JBC.ORG	2013	0	1	0	0	1	0	0	0	0	0	0	0	0
JBC.ORG	2015	0	1	0	1	1	0	0	0	0	0	0	0	0
JBC.ORG	2017	0	2	0	1	2	0	0	0	0	0	0	0	0
JBC.ORG	2019	0	3	0	3	1	0	0	0	0	0	2	1	1
JBC.ORG	2020	0	1	0	1	0	0	0	0	0	0	1	1	1
JBE-PLATFORM.COM	1991	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	1993	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	2015	0	0	0	0	0	0	0	0	0	0	1	1	0
JBE-PLATFORM.COM	2017	0	0	0	0	0	0	0	0	0	0	1	1	0
JBE-PLATFORM.COM	2018	0	0	0	0	0	0	0	0	0	0	1	1	0
JBE-PLATFORM.COM	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
JBE-PLATFORM.COM	2022	0	1	0	0	0	0	1	0	0	0	0	0	0
JBE-PLATFORM.COM	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
JBJI.COPERNICUS.ORG	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
JBJI.NET	2017	0	1	1	0	0	0	0	0	0	0	0	0	0
JBJS.BONEANDJOINT.ORG.UK	2009	0	1	1	0	0	0	0	0	0	0	0	0	0
JBJS.ORG	2001	0	1	1	0	0	0	0	0	0	0	0	0	0
JBJS.ORG	2002	0	2	2	0	0	0	0	0	0	0	0	0	0
JBJS.ORG	2004	0	2	2	0	0	0	0	0	0	0	0	0	0
JBJS.ORG	2010	0	2	2	0	0	0	0	0	0	0	0	0	0
JBJS.ORG.UK	2008	0	1	1	0	0	0	0	1	0	0	0	0	0
JBMETHODS.ORG	2018	1	2	2	0	0	0	0	0	0	0	2	2	0
JBPE.SUMS.AC.IR	2020	0	1	1	0	0	0	0	0	0	0	0	0	0
JBR.SAGEPUB.COM	2010	0	1	1	0	1	0	0	0	0	0	0	0	0
JCB.ORG	1984	0	1	0	0	1	0	0	0	0	0	0	0	0
JCB.ORG	1988	0	1	0	0	1	0	0	0	0	0	0	0	0
JCB.ORG	2019	0	2	0	1	1	0	0	0	0	0	1	1	0
JCB.RUPRESS.ORG	1978	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1979	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1980	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1984	0	2	2	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1985	0	1	1	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1986	0	2	2	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1987	0	4	4	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1988	0	2	1	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1989	0	1	1	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1990	0	3	3	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1991	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1992	0	0	0	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1993	0	2	1	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1994	0	1	1	0	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1995	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	1996	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	2008	0	2	0	2	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	2010	0	1	0	1	0	0	0	0	0	0	0	0	0
JCB.RUPRESS.ORG	2014	0	1	0	1	0	0	0	0	0	0	1	1	0
JCDA.CA	2012	0	1	1	0	0	0	0	1	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	1998	0	1	1	0	0	0	0	0	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	2002	0	1	0	1	0	0	0	0	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	2004	0	1	1	1	0	0	0	0	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	2008	0	2	1	1	0	0	0	0	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	2009	0	1	1	0	0	0	0	0	0	0	0	0	0
JCEM.ENDOJOURNALS.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
JCER.NET	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
JCHEMED.CHEM.WISC.EDU	1987	0	0	0	0	0	0	0	0	0	0	0	0	0
JCI.ORG	1989	0	0	0	0	0	0	0	0	0	0	0	0	0
JCI.ORG	2011	0	0	0	0	0	0	0	0	0	0	0	0	0
JCI.ORG	2017	0	1	0	0	1	0	0	0	0	0	0	0	0
JCI.ORG	2018	0	2	2	0	0	0	0	0	0	0	0	0	0
JCIMCR.ORG	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
JCLAD.SCIENCE-RES.COM	2017	0	0	0	0	0	0	0	0	0	0	0	0	0
JCM.ASM.ORG	1996	0	2	2	0	0	0	0	0	0	0	0	0	0
JCM.ASM.ORG	1997	0	2	2	0	0	0	0	0	0	0	0	0	0
JCM.ASM.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
JCM.ASM.ORG	2015	0	1	1	0	0	0	0	0	0	0	0	0	0
JCMIMAGESCASEREPORTS.ORG	2022	0	1	1	0	0	0	0	0	0	0	0	0	0
JCMR-ONLINE.COM	2008	0	1	1	1	0	0	0	0	0	0	0	0	0
JCO.ASCOPUBS.ORG	2003	0	1	1	0	0	0	0	0	0	0	0	0	0
JCO.ASCOPUBS.ORG	2008	0	2	2	1	0	0	0	0	0	0	0	0	0
JCO.ASCOPUBS.ORG	2009	0	2	2	0	0	0	0	0	0	0	0	0	0
JCO.ASCOPUBS.ORG	2010	0	5	5	0	0	0	0	0	0	0	0	0	0
JCOM.SISSA.IT	2019	1	2	0	0	2	0	0	0	0	0	0	0	0
JCP.AIP.ORG	1993	0	0	0	0	0	0	0	0	0	0	0	0	0
JCP.AIP.ORG	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
JCP.AIP.ORG	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
JCP.AIP.ORG	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
JCP.EDPSCIENCES.ORG	1904	0	0	0	0	0	0	0	0	0	0	0	0	0
JCP.SAGEPUB.COM	1999	0	1	0	0	0	1	0	0	1	0	0	0	0
JCS.BIOLOGISTS.ORG	1984	0	1	0	0	1	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1986	0	1	1	0	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1991	0	1	0	1	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1992	0	1	0	0	1	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1994	0	1	1	0	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1997	0	1	0	1	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	1998	0	1	0	0	0	0	0	0	1	0	0	0	0
JCS.BIOLOGISTS.ORG	1999	0	3	2	1	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2000	0	1	1	0	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2001	0	2	1	1	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2002	0	3	1	2	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2003	0	0	0	0	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2004	0	3	0	1	1	0	0	0	1	0	0	0	0
JCS.BIOLOGISTS.ORG	2005	0	2	0	2	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2006	0	3	1	1	1	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2007	0	1	0	1	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2008	0	2	0	2	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2009	0	2	0	2	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2010	0	2	0	2	0	0	0	0	0	0	0	0	0
JCS.BIOLOGISTS.ORG	2019	0	3	0	1	2	0	0	0	0	0	1	1	0
JCS.BIOLOGISTS.ORG	2020	0	2	0	0	2	0	0	0	0	0	0	0	0
JDDST.COM	2012	0	1	0	0	0	1	0	0	0	0	1	1	0
JDMDH.EPISCIENCES.ORG	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
JEAN-MONNET.CH	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
JEANMONNETPROGRAM.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
JEATDISORD.BIOMEDCENTRAL.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
JEATDISORD.COM	2015	0	1	0	0	0	0	1	0	0	0	0	0	0
JEB.BIOLOGISTS.ORG	1988	0	1	1	0	0	0	0	0	0	0	0	0	0
JEB.BIOLOGISTS.ORG	1996	0	0	0	0	0	0	0	0	0	0	0	0	0
JECCR.BIOMEDCENTRAL.COM	2021	0	1	0	1	0	0	0	0	0	0	0	0	0
JECCR.BIOMEDCENTRAL.COM	2023	0	1	1	1	1	1	0	0	0	0	1	1	1
JECH.BMJ.COM	2019	0	1	1	0	0	0	0	0	0	0	1	1	0
JEEH.IT	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
JEM.RUPRESS.ORG	2008	0	1	0	1	0	0	0	0	0	0	0	0	0
JEM.RUPRESS.ORG	2009	0	1	0	1	0	0	0	0	0	0	0	0	0
JEM.RUPRESS.ORG	2013	0	1	0	0	1	0	0	0	0	0	0	0	0
JEO-ESSKA.SPRINGEROPEN.COM	2016	0	1	1	0	0	0	0	0	0	0	0	0	0
JEP-TALN2016.LIMSI.FR	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
JESP.ORG	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
JETDENCRE.CH	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
JFEC.OXFORDJOURNALS.ORG	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
JFR.GEOSCIENCEWORLD.ORG	2009	0	0	0	0	0	0	0	0	0	0	0	0	0
JFR.GEOSCIENCEWORLD.ORG	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
JGCINEMA.COM	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
JGI.CAMH.NET	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
JGLD.RO	2007	0	1	1	0	0	0	0	0	0	0	0	0	0
JGME.ORG	2019	0	1	1	0	0	0	0	0	1	0	0	0	0
JGS.LYELLCOLLECTION.ORG	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
JHI-SBIS.SAUDE.WS	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
JHIDC.ORG	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
JHMAS.OXFORDJOURNALS.ORG	2009	0	1	1	0	0	0	0	0	0	0	0	0	0
JHNMR.ORG	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
JHOONLINE.BIOMEDCENTRAL.COM	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
JHOONLINE.BIOMEDCENTRAL.COM	2020	0	1	1	0	0	0	0	0	0	0	0	0	0
JHS.SAGEPUB.COM	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
JIACI.ORG	2020	0	1	1	1	0	0	0	0	0	0	0	0	0
JIACI.ORG	2022	0	1	1	1	0	0	0	0	0	0	0	0	0
JIASOCIETY.ORG	2014	0	1	0	0	0	0	0	0	1	0	0	0	0
JICJ.OXFORDJOURNALS.ORG	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
JICJ.OXFORDJOURNALS.ORG	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
JICJ.OXFORDJOURNALS.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
JICLT.COM	2011	0	0	0	0	0	0	0	0	0	0	0	0	0
JID.OXFORDJOURNALS.ORG	2008	0	2	2	0	0	0	0	0	0	0	0	0	0
JID.OXFORDJOURNALS.ORG	2009	0	1	0	1	0	0	0	0	0	0	0	0	0
JID.OXFORDJOURNALS.ORG	2010	0	4	4	0	0	0	0	0	0	0	0	0	0
JID.OXFORDJOURNALS.ORG	2016	0	1	1	0	0	0	0	0	0	0	0	0	0
JIDC.ORG	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
JIDS.OXFORDJOURNALS.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
JIDS.OXFORDJOURNALS.ORG	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
JIDS.OXFORDJOURNALS.ORG	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
JIEL.OXFORDJOURNALS.ORG	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1977	0	2	0	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1979	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1980	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1982	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1984	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1985	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1986	0	2	0	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1987	0	4	2	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1988	0	2	0	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1989	0	4	0	4	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1991	0	3	0	2	0	0	0	0	1	0	0	0	0
JIMMUNOL.ORG	1992	0	1	0	0	0	0	0	0	1	0	0	0	0
JIMMUNOL.ORG	1993	0	2	2	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1994	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1995	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1997	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1998	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	1999	0	1	1	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2000	0	1	1	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2002	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2003	0	1	1	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2004	0	2	1	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2005	0	3	1	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2006	0	1	0	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2008	0	10	3	9	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2009	0	4	3	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2010	0	3	2	1	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2014	0	2	1	2	0	0	0	0	0	0	0	0	0
JIMMUNOL.ORG	2020	0	2	1	2	0	0	0	0	0	0	2	2	0
JIOMICS.COM	2011	0	1	0	1	0	0	0	0	0	0	0	0	0
JIPED.UB.RO	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
JITC.BIOMEDCENTRAL.COM	2018	0	1	0	1	0	0	0	0	0	0	0	0	0
JITC.BMJ.COM	2020	0	1	1	0	0	0	0	0	0	0	0	0	0
JITC.BMJ.COM	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
JIVP.EURASIPJOURNALS.COM	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
JIVP.EURASIPJOURNALS.COM	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
JIVP.EURASIPJOURNALS.SPRINGEROPEN.COM	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
JJAP.IPAP.JP	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
JJAP.JSAP.JP	1985	0	0	0	0	0	0	0	0	0	0	4	4	0
JLB-JOURNALLEHRERINNENBILDUNG.NET	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
JLB.ONLINELIBRARY.WILEY.COM	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
JLC.JST.GO.JP	2013	0	1	0	0	0	1	0	1	0	0	0	0	0
JLE.COM	1999	0	1	1	0	0	0	0	0	0	0	0	0	0
JLE.COM	2000	1	2	2	0	0	0	0	0	0	0	0	0	0
JLE.COM	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
JLE.COM	2005	0	1	1	0	0	0	0	0	0	0	0	0	0
JLE.COM	2016	0	2	2	0	0	0	0	0	0	0	0	0	0
JLE.COM	2018	0	4	4	1	0	0	0	0	0	0	0	0	0
JLE.COM	2019	0	2	2	1	0	0	0	0	0	0	0	0	0
JLE.COM	2020	0	1	1	0	0	0	0	0	0	0	0	0	0
JLE.COM	2021	0	1	1	0	0	0	1	0	0	0	0	0	0
JLE.COM	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
JLEUKBIO.ORG	1989	0	1	1	0	0	0	0	0	0	0	0	0	0
JLEUKBIO.ORG	1997	0	0	0	0	0	0	0	0	0	0	0	0	0
JLEUKBIO.ORG	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
JLEUKBIO.ORG	2008	0	2	2	0	0	0	0	0	0	0	0	0	0
JLEUKBIO.ORG	2009	0	3	0	3	0	0	0	0	0	0	0	0	0
