PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33472819","Pharmacists' considerations on non-medical switching at the hospital: a systematic review of the economic outcomes of cost-saving therapeutic drug classes","Krstic M, Devaud JA, Sadeghipour F.","Eur J Hosp Pharm. 2021 Nov;28(Suppl 2):e2-e7. doi: 10.1136/ejhpharm-2020-002652. Epub 2021 Jan 20.","Krstic M","Eur J Hosp Pharm","2021","2021/01/21","PMC8640421","","10.1136/ejhpharm-2020-002652"
"32950800","Developmental changes in size effects for simple tie and non-tie addition problems in 6- to 12-year-old children and adults","Bagnoud J, Dewi J, Castel C, Mathieu R, Thevenot C.","J Exp Child Psychol. 2021 Jan;201:104987. doi: 10.1016/j.jecp.2020.104987. Epub 2020 Sep 17.","Bagnoud J","J Exp Child Psychol","2021","2020/09/20","","","10.1016/j.jecp.2020.104987"
"32869397","Returning individual-specific results of a dementia prevalence study: insights from prospective participants living in Switzerland","Fadda M, Fiordelli M, Amati R, Falvo I, Ibnidris A, Hurst S, Albanese E.","Int J Geriatr Psychiatry. 2021 Jan;36(1):207-214. doi: 10.1002/gps.5416. Epub 2020 Sep 11.","Fadda M","Int J Geriatr Psychiatry","2021","2020/09/02","PMC7756381","","10.1002/gps.5416"
"33688003","Viral Rebound Kinetics Correlate with Distinct HIV Antibody Features","Bartsch YC, Loos C, Rossignol E, Fajnzylber JM, Yuan D, Avihingsanon A, Ubolyam S, Jupimai T, Hirschel B, Ananworanich J, Lauffenburger DA, Li JZ, Alter G, Julg B.","mBio. 2021 Mar 9;12(2):e00170-21. doi: 10.1128/mBio.00170-21.","Bartsch YC","mBio","2021","2021/03/10","PMC8092214","","10.1128/mBio.00170-21"
"33729430","Mixed Individual-Aggregate Data on All-Cause Mortality in Bullous Pemphigoid: A Meta-analysis","Tedbirt B, Gillibert A, Andrieu E, Hébert V, Bastos S, Korman NJ, Tang MBY, Li J, Borradori L, Cortés B, Kim SC, Gual A, Xiao T, Wieland CN, Fairley JA, Ezzedine K, Joly P.","JAMA Dermatol. 2021 Apr 1;157(4):421-430. doi: 10.1001/jamadermatol.2020.5598.","Tedbirt B","JAMA Dermatol","2021","2021/03/17","PMC7970384","","10.1001/jamadermatol.2020.5598"
"36962363","Evaluating COVID-19 decision-making in a humanitarian setting: The case study of Somalia","Warsame A, Fuje M, Checchi F, Blanchet K, Palmer J.","PLOS Glob Public Health. 2022 Mar 16;2(3):e0000192. doi: 10.1371/journal.pgph.0000192. eCollection 2022.","Warsame A","PLOS Glob Public Health","2022","2023/03/24","PMC10021687","","10.1371/journal.pgph.0000192"
"36449418","Mask Wars","Malina D, Navarro JA, Nichols CM, Strasser BJ, Zhang M.","N Engl J Med. 2022 Dec 1;387(22):e58. doi: 10.1056/NEJMp2214296.","Malina D","N Engl J Med","2022","2022/11/30","","","10.1056/NEJMp2214296"
"36006456","Whole genome assembly of the armored loricariid catfish Ancistrus triradiatus highlights herbivory signatures","Lemopoulos A, Montoya-Burgos JI.","Mol Genet Genomics. 2022 Nov;297(6):1627-1642. doi: 10.1007/s00438-022-01947-6. Epub 2022 Aug 25.","Lemopoulos A","Mol Genet Genomics","2022","2022/08/25","PMC9596584","","10.1007/s00438-022-01947-6"
"35114357","Combination of mesenchymal stem cells and bioactive molecules in hydrogels for osteoarthritis treatment","Gonzalez-Fernandez P, Rodríguez-Nogales C, Jordan O, Allémann E.","Eur J Pharm Biopharm. 2022 Mar;172:41-52. doi: 10.1016/j.ejpb.2022.01.003. Epub 2022 Jan 31.","Gonzalez-Fernandez P","Eur J Pharm Biopharm","2022","2022/02/03","","","10.1016/j.ejpb.2022.01.003"
"34970003","Fundamentality from grounding trees","Correia F.","Synthese. 2021;199(3-4):5965-5994. doi: 10.1007/s11229-021-03054-2. Epub 2021 Mar 13.","Correia F","Synthese","2021","2021/12/31","PMC8668863","","10.1007/s11229-021-03054-2"
"34767070","Diverse human astrocyte and microglial transcriptional responses to Alzheimer's pathology","Smith AM, Davey K, Tsartsalis S, Khozoie C, Fancy N, Tang SS, Liaptsi E, Weinert M, McGarry A, Muirhead RCJ, Gentleman S, Owen DR, Matthews PM.","Acta Neuropathol. 2022 Jan;143(1):75-91. doi: 10.1007/s00401-021-02372-6. Epub 2021 Nov 12.","Smith AM","Acta Neuropathol","2022","2021/11/12","PMC8732962","","10.1007/s00401-021-02372-6"
"34711654","Sequential in cis mutagenesis in vivo reveals various functions for CTCF sites at the mouse HoxD cluster","Amândio AR, Beccari L, Lopez-Delisle L, Mascrez B, Zakany J, Gitto S, Duboule D.","Genes Dev. 2021 Nov 1;35(21-22):1490-1509. doi: 10.1101/gad.348934.121. Epub 2021 Oct 28.","Amândio AR","Genes Dev","2021","2021/10/29","PMC8559674","","10.1101/gad.348934.121"
"34671991","What can a dentist learn from an astrophysicist? A photographic evaluation of the long-term impact of amyotrophic lateral sclerosis on the orofacial sphere, using the example of Stephen Hawking: A historical case report","Vaudroz V, Kiliaridis S, Antonarakis GS.","Spec Care Dentist. 2022 May;42(3):216-224. doi: 10.1111/scd.12665. Epub 2021 Oct 20.","Vaudroz V","Spec Care Dentist","2022","2021/10/21","PMC9297872","","10.1111/scd.12665"
"34535155","Sanctioned countries in the global COVID-19 vaccination campaign: the forgotten 70","Blanchet K, Mallard G, Moret E, Sun J.","Confl Health. 2021 Sep 17;15(1):69. doi: 10.1186/s13031-021-00404-2.","Blanchet K","Confl Health","2021","2021/09/18","PMC8446724","","10.1186/s13031-021-00404-2"
"34424372","Mass spectrometry based high-throughput bioanalysis of low molecular weight compounds: are we ready to support personalized medicine?","Bravo-Veyrat S, Hopfgartner G.","Anal Bioanal Chem. 2022 Jan;414(1):181-192. doi: 10.1007/s00216-021-03583-2. Epub 2021 Aug 23.","Bravo-Veyrat S","Anal Bioanal Chem","2022","2021/08/23","PMC8748372","","10.1007/s00216-021-03583-2"
"33998771","How efficient is customized lingual orthodontics? An assessment of treatment outcome","Fontinha C, Cattaneo PM, Cornelis MA.","Orthod Craniofac Res. 2022 Feb;25(1):73-81. doi: 10.1111/ocr.12494. Epub 2021 May 31.","Fontinha C","Orthod Craniofac Res","2022","2021/05/17","","","10.1111/ocr.12494"
"33900609","Arabidopsis thaliana Mature Endosperm Dissection and Isolation of Genomic DNA from Mature Seed Tissues","Iwasaki M, Lopez-Molina L.","Methods Mol Biol. 2021;2250:239-243. doi: 10.1007/978-1-0716-1134-0_22.","Iwasaki M","Methods Mol Biol","2021","2021/04/26","","","10.1007/978-1-0716-1134-0_22"
"33740903","Brain activation patterns in medicated versus medication-naïve adults with attention-deficit hyperactivity disorder during fMRI tasks of motor inhibition and cognitive switching","Berberat J, Huggenberger R, Montali M, Gruber P, Pircher A, Lövblad KO, Killer HE, Remonda L.","BMC Med Imaging. 2021 Mar 19;21(1):53. doi: 10.1186/s12880-021-00579-3.","Berberat J","BMC Med Imaging","2021","2021/03/20","PMC7977301","","10.1186/s12880-021-00579-3"
"33534935","Fluorescent Membrane Tension Probes for Early Endosomes","Piazzolla F, Mercier V, Assies L, Sakai N, Roux A, Matile S.","Angew Chem Int Ed Engl. 2021 May 25;60(22):12258-12263. doi: 10.1002/anie.202016105. Epub 2021 Apr 26.","Piazzolla F","Angew Chem Int Ed Engl","2021","2021/02/03","","","10.1002/anie.202016105"
"32011174","Cytotoxicity of a new tirucallane derivative isolated from Stereospermum acuminatissimum K. Schum stem bark","Leutcha BP, Sema DK, Dzoyem JP, Ayimele GA, Nyongbela KD, Delie F, Alléman É, Sewald N, Meli Lannang A.","Nat Prod Res. 2021 Nov;35(22):4417-4422. doi: 10.1080/14786419.2020.1723085. Epub 2020 Feb 3.","Leutcha BP","Nat Prod Res","2021","2020/02/04","","","10.1080/14786419.2020.1723085"
"33724705","Long-term risk of recurrent venous thromboembolism after a first contraceptive-related event: Data from REVERSE cohort study","Aziz D, Skeith L, Rodger MA, Sabri E, Righini M, Kovacs MJ, Carrier M, Kahn SR, Wells PS, Anderson DR, Chagnon I, Solymoss S, Crowther MA, White RH, Le Gal G.","J Thromb Haemost. 2021 Jun;19(6):1526-1532. doi: 10.1111/jth.15303. Epub 2021 Apr 21.","Aziz D","J Thromb Haemost","2021","2021/03/16","","","10.1111/jth.15303"
"34496799","Tocolysis in the management of preterm prelabor rupture of membranes at 22-33 weeks of gestation: study protocol for a multicenter, double-blind, randomized controlled trial comparing nifedipine with placebo (TOCOPROM)","Lorthe E, Kayem G; TOCOPROM Study Group and the GROG (Groupe de Recherche en Obstétrique et Gynécologie).","BMC Pregnancy Childbirth. 2021 Sep 8;21(1):614. doi: 10.1186/s12884-021-04047-2.","Lorthe E","BMC Pregnancy Childbirth","2021","2021/09/09","PMC8425321","","10.1186/s12884-021-04047-2"
"34220595","The Role of Implicit and Explicit Staff Attitudes in the Use of Coercive Measures in Psychiatry","Vandamme A, Wullschleger A, Garbe A, Cole C, Heinz A, Bermpohl F, Mielau J, Mahler L, Montag C.","Front Psychiatry. 2021 Jun 18;12:699446. doi: 10.3389/fpsyt.2021.699446. eCollection 2021.","Vandamme A","Front Psychiatry","2021","2021/07/05","PMC8249742","","10.3389/fpsyt.2021.699446"
"34130277","Impact of Confinement in Patients under Long-Term Noninvasive Ventilation during the First Wave of the SARS-CoV-2 Pandemic: A Remarkable Resilience","Cantero C, Pasquina P, Dao MD, Cedraschi C, Adler D, Plojoux J, Janssens JP.","Respiration. 2021;100(9):909-917. doi: 10.1159/000516327. Epub 2021 Jun 15.","Cantero C","Respiration","2021","2021/06/15","PMC8339039","","10.1159/000516327"
"33387984","Suicide in psychiatry and medical liability: A case series","Sabe M, Kaiser S, Niveau G.","Int J Law Psychiatry. 2021 Jan-Feb;74:101671. doi: 10.1016/j.ijlp.2020.101671. Epub 2020 Dec 31.","Sabe M","Int J Law Psychiatry","2021","2021/01/02","","","10.1016/j.ijlp.2020.101671"
"33505862","Reframing Non-Communicable Diseases and Injuries for Equity in the Era of Universal Health Coverage: Findings and Recommendations from the Kenya NCDI Poverty Commission","Mwangi K, Gathecha G, Nyamongo M, Kimaiyo S, Kamano J, Bukachi F, Odhiambo F, Meme H, Abubakar H, Mwangi N, Nato J, Oti S, Kyobutungi C, Wamukoya M, Mohamed SF, Wanyonyi E, Ali Z, Nyanjau L, Nganga A, Kiptui D, Karagu A, Nyangasi M, Mwenda V, Mwangi M, Mulaki A, Mwai D, Waweru P, Anyona M, Masibo P, Beran D, Guessous I, Coates M, Bukhman G, Gupta N.","Ann Glob Health. 2021 Jan 5;87(1):3. doi: 10.5334/aogh.3085.","Mwangi K","Ann Glob Health","2021","2021/01/28","PMC7792462","","10.5334/aogh.3085"
"36564825","A novel trial methodology to test interventions with very large effect sizes: the case of dostarlimab in mismatch repair-deficient, locally advanced rectal cancer","Powell K, Olivier T, Prasad V.","Trials. 2022 Dec 24;23(1):1044. doi: 10.1186/s13063-022-06988-1.","Powell K","Trials","2022","2022/12/23","PMC9789610","","10.1186/s13063-022-06988-1"
"35716176","Direct inference of Patlak parametric images in whole-body PET/CT imaging using convolutional neural networks","Zaker N, Haddad K, Faghihi R, Arabi H, Zaidi H.","Eur J Nucl Med Mol Imaging. 2022 Oct;49(12):4048-4063. doi: 10.1007/s00259-022-05867-w. Epub 2022 Jun 18.","Zaker N","Eur J Nucl Med Mol Imaging","2022","2022/06/18","PMC9525418","","10.1007/s00259-022-05867-w"
"35772337","Reliability of radio-ulnar and carpal alignment measurements in the wrist between radiographs and 3D imaging","Ferreira Branco D, Bouvet C, Hamard M, Beaulieu JY, Poletti PA, Boudabbous S.","Eur J Radiol. 2022 Sep;154:110417. doi: 10.1016/j.ejrad.2022.110417. Epub 2022 Jun 22.","Ferreira Branco D","Eur J Radiol","2022","2022/06/30","","","10.1016/j.ejrad.2022.110417"
"33593642","A Monte Carlo simulation study of scatter fraction and the impact of patient BMI on scatter in long axial field-of-view PET scanners","Ghabrial A, Franklin DR, Zaidi H.","Z Med Phys. 2021 Aug;31(3):305-315. doi: 10.1016/j.zemedi.2021.01.006. Epub 2021 Feb 13.","Ghabrial A","Z Med Phys","2021","2021/02/17","","","10.1016/j.zemedi.2021.01.006"
"35959498","Harms and benefits of cervical cancer screening among non-attenders in Switzerland: The transition towards HPV-based screening","Catarino R, Vassilakos P, Petignat P, Combescure C.","Prev Med Rep. 2022 Jul 30;29:101929. doi: 10.1016/j.pmedr.2022.101929. eCollection 2022 Oct.","Catarino R","Prev Med Rep","2022","2022/08/12","PMC9357843","","10.1016/j.pmedr.2022.101929"
"35632436","Factors Influencing the Decision to Vaccinate against HPV amongst a Population of Female Health Students","Nicolet L, Viviano M, Dickson C, Jeannot E.","Vaccines (Basel). 2022 Apr 25;10(5):680. doi: 10.3390/vaccines10050680.","Nicolet L","Vaccines (Basel)","2022","2022/05/28","PMC9144590","","10.3390/vaccines10050680"
"33966030","Kaposi sarcoma in antiretroviral therapy-treated people with HIV: a wake-up call for research on human herpesvirus-8","Royston L, Isnard S, Calmy A, Routy JP.","AIDS. 2021 Aug 1;35(10):1695-1699. doi: 10.1097/QAD.0000000000002933.","Royston L","AIDS","2021","2021/05/09","","","10.1097/QAD.0000000000002933"
"33407545","Unprovoked internal jugular vein thrombosis: a case report and literature review","Payrard L, Iten L, Donzé J, John G.","Thromb J. 2021 Jan 6;19(1):2. doi: 10.1186/s12959-020-00246-7.","Payrard L","Thromb J","2021","2021/01/07","PMC7789584","","10.1186/s12959-020-00246-7"
"33244745","Non-local mean denoising using multiple PET reconstructions","Arabi H, Zaidi H.","Ann Nucl Med. 2021 Feb;35(2):176-186. doi: 10.1007/s12149-020-01550-y. Epub 2020 Nov 26.","Arabi H","Ann Nucl Med","2021","2020/11/27","PMC7895794","","10.1007/s12149-020-01550-y"
"36123527","A proposed synergetic mechanism for metal fume fever involving ZnO and Fe(3)O(4) nanoparticles","Suárez G, Niculita-Hirzel H, Correia D, Pralong JA, Vernez D.","Sci Rep. 2022 Sep 19;12(1):15643. doi: 10.1038/s41598-022-19956-1.","Suárez G","Sci Rep","2022","2022/09/19","PMC9485229","","10.1038/s41598-022-19956-1"
"35739248","Associations between the home environment and childhood weight change: a cross-lagged panel analysis","Kininmonth AR, Schrempft S, Smith A, Dye L, Lawton C, Fisher A, Llewellyn CH, Fildes A.","Int J Obes (Lond). 2022 Sep;46(9):1678-1685. doi: 10.1038/s41366-022-01170-8. Epub 2022 Jun 24.","Kininmonth AR","Int J Obes (Lond)","2022","2022/06/23","PMC9395269","","10.1038/s41366-022-01170-8"
"35609087","Risk stratification for hospital-acquired venous thromboembolism in medical patients (RISE): Protocol for a prospective cohort study","Choffat D, Farhoumand PD, Jaccard E, de la Harpe R, Kraege V, Benmachiche M, Gerber C, Leuzinger S, Podmore C, Truong MK, Dumans-Louis C, Marti C, Reny JL, Aujesky D, Rakovic D, Limacher A, Rossel JB, Baumgartner C, Méan M.","PLoS One. 2022 May 24;17(5):e0268833. doi: 10.1371/journal.pone.0268833. eCollection 2022.","Choffat D","PLoS One","2022","2022/05/24","PMC9128957","","10.1371/journal.pone.0268833"
"34534775","Gabapentinoids: The rise of a new misuse epidemics?","Hofmann M, Besson M.","Psychiatry Res. 2021 Nov;305:114193. doi: 10.1016/j.psychres.2021.114193. Epub 2021 Aug 28.","Hofmann M","Psychiatry Res","2021","2021/09/17","","","10.1016/j.psychres.2021.114193"
"34440969","Treatment of Intertrochanteric Femur Fractures with Hip Arthroplasty in Older Patients: A Narrative Review of Indications and Outcomes","Martinho T, Stoffel K.","Medicina (Kaunas). 2021 Jul 27;57(8):763. doi: 10.3390/medicina57080763.","Martinho T","Medicina (Kaunas)","2021","2021/08/27","PMC8400749","","10.3390/medicina57080763"
"33745102","Levator ani and puborectalis muscle rupture: diagnosis and repair for perineal instability","Alketbi MSG, Meyer J, Robert-Yap J, Scarpa R, Gialamas E, Abbassi Z, Balaphas A, Buchs N, Roche B, Ris F.","Tech Coloproctol. 2021 Aug;25(8):923-933. doi: 10.1007/s10151-020-02392-6. Epub 2021 Mar 20.","Alketbi MSG","Tech Coloproctol","2021","2021/03/21","","","10.1007/s10151-020-02392-6"
"33431237","Tocolysis after preterm premature rupture of membranes: Time for change?","Lorthe E, Kayem G.","Eur J Obstet Gynecol Reprod Biol. 2021 Apr;259:223-224. doi: 10.1016/j.ejogrb.2020.12.041. Epub 2020 Dec 30.","Lorthe E","Eur J Obstet Gynecol Reprod Biol","2021","2021/01/12","","","10.1016/j.ejogrb.2020.12.041"
"35864373","Frailty assessment in emergency medicine using the Clinical Frailty Scale: a scoping review","Fehlmann CA, Nickel CH, Cino E, Al-Najjar Z, Langlois N, Eagles D.","Intern Emerg Med. 2022 Nov;17(8):2407-2418. doi: 10.1007/s11739-022-03042-5. Epub 2022 Jul 21.","Fehlmann CA","Intern Emerg Med","2022","2022/07/21","PMC9302874","","10.1007/s11739-022-03042-5"
"35691221","Internal podalic version of second twin: Improving feet identification using a simulation model","Desseauve D, Daelemans C, Farin A, Jauvion IBM, Ceccaldi PF; Prise en charge des Accouchements à Risque eT des Urgences Maternelles PARTUM teaching program.","Eur J Obstet Gynecol Reprod Biol. 2022 Aug;275:9-11. doi: 10.1016/j.ejogrb.2022.05.036. Epub 2022 Jun 6.","Desseauve D","Eur J Obstet Gynecol Reprod Biol","2022","2022/06/12","","","10.1016/j.ejogrb.2022.05.036"
"35379212","The effect of BMI on long-term outcomes after operatively treated ankle fractures: a study with up to 16 years of follow-up","Cardoso DV, Paccaud J, Dubois-Ferrière V, Barea C, Hannouche D, Veljkovic A, Lübbeke A.","BMC Musculoskelet Disord. 2022 Apr 4;23(1):317. doi: 10.1186/s12891-022-05247-3.","Cardoso DV","BMC Musculoskelet Disord","2022","2022/04/05","PMC8978374","","10.1186/s12891-022-05247-3"
"34970209","Multimodality Characterization of the Clot in Acute Stroke","LaGrange DD, Wanke I, Machi P, Bernava G, Vargas M, Botta D, Berberat J, Muster M, Platon A, Poletti PA, Lövblad KO.","Front Neurol. 2021 Dec 14;12:760148. doi: 10.3389/fneur.2021.760148. eCollection 2021.","LaGrange DD","Front Neurol","2021","2021/12/31","PMC8712945","","10.3389/fneur.2021.760148"
"34909229","Radiological changes, infections and neurological complications after reverse shoulder arthroplasty related to different design types and their rates: Part II","Nabergoj M, Denard PJ, Collin P, Trebše R, Lädermann A.","EFORT Open Rev. 2021 Nov 19;6(11):1109-1121. doi: 10.1302/2058-5241.6.210040. eCollection 2021 Nov.","Nabergoj M","EFORT Open Rev","2021","2021/12/15","PMC8631237","","10.1302/2058-5241.6.210040"
"34862310","Incidence of COVID-19 in patients treated with infliximab compared with patients treated with rituximab","Melong Pianta Taleng CM, Lauper K, Gilbert B, Cunningham T, Guemara R, Brulhart L, Dan D, Courvoisier D, Finckh A.","RMD Open. 2021 Dec;7(3):e001711. doi: 10.1136/rmdopen-2021-001711.","Melong Pianta Taleng CM","RMD Open","2021","2021/12/04","PMC8646967","","10.1136/rmdopen-2021-001711"
"33833084","A cross-sectional study exploring triage of human papillomavirus (HPV)-positive women by visual assessment, manual and computer-interpreted cytology, and HPV-16/18-45 genotyping in Cameroon","Vassilakos P, Wisniak A, Catarino R, Tincho Foguem E, Balli C, Saiji E, Tille JC, Kenfack B, Petignat P.","Int J Gynecol Cancer. 2021 Jun;31(6):808-816. doi: 10.1136/ijgc-2020-002302. Epub 2021 Apr 8.","Vassilakos P","Int J Gynecol Cancer","2021","2021/04/09","PMC8223664","","10.1136/ijgc-2020-002302"
"33511557","Altered structural connectivity networks in dementia with lewy bodies","Nicastro N, Mak E, Surendranathan A, Rittman T, Rowe JB, O'Brien JT.","Brain Imaging Behav. 2021 Oct;15(5):2445-2453. doi: 10.1007/s11682-020-00444-x. Epub 2021 Jan 29.","Nicastro N","Brain Imaging Behav","2021","2021/01/29","PMC8500905","","10.1007/s11682-020-00444-x"
"36396519","Enoxaparin for outpatients with COVID-19: 90-day results from the randomised, open-label, parallel-group, multinational, phase III OVID trial","Voci D, Götschi A, Held U, Bingisser R, Colucci G, Duerschmied D, Fumagalli RM, Gerber B, Hasse B, Keller DI, Konstantinides SV, Mach F, Rampini SK, Righini M, Robert-Ebadi H, Rosemann T, Roth-Zetzsche S, Sebastian T, Simon NR, Spirk D, Stortecky S, Vaisnora L, Kucher N, Barco S; OVID investigators.","Thromb Res. 2023 Jan;221:157-163. doi: 10.1016/j.thromres.2022.10.021. Epub 2022 Nov 12.","Voci D","Thromb Res","2023","2022/11/17","PMC9657896","","10.1016/j.thromres.2022.10.021"
"35501331","Sense of self impacts spatial navigation and hexadirectional coding in human entorhinal cortex","Moon HJ, Gauthier B, Park HD, Faivre N, Blanke O.","Commun Biol. 2022 May 2;5(1):406. doi: 10.1038/s42003-022-03361-5.","Moon HJ","Commun Biol","2022","2022/05/02","PMC9061856","","10.1038/s42003-022-03361-5"
"33755363","[Strengthening the culture of public health surveillance and population health monitoring]","Chiolero A, Buckeridge D, Cullati S.","Rev Med Suisse. 2021 Mar 17;17(730):534-537.","Chiolero A","Rev Med Suisse","2021","2021/03/23","","",""
"33755357","Vive l’École suisse de santé publique (SSPH+) !","Bochud M, Chiolero A, Flahault A.","Rev Med Suisse. 2021 Mar 17;17(730):511.","Bochud M","Rev Med Suisse","2021","2021/03/23","","",""
"34717553","Predictors for participation in DNA self-sampling of childhood cancer survivors in Switzerland","Waespe N, Strebel S, Marino D, Mattiello V, Muet F, Nava T, Schindera C, Belle FN, Mader L, Spoerri A, Kuehni CE, Ansari M.","BMC Med Res Methodol. 2021 Oct 30;21(1):236. doi: 10.1186/s12874-021-01428-1.","Waespe N","BMC Med Res Methodol","2021","2021/10/31","PMC8557596","","10.1186/s12874-021-01428-1"
"36410091","Deep Learning-based calculation of patient size and attenuation surrogates from localizer Image: Toward personalized chest CT protocol optimization","Salimi Y, Shiri I, Akhavanallaf A, Mansouri Z, Sanaat A, Pakbin M, Ghasemian M, Arabi H, Zaidi H.","Eur J Radiol. 2022 Dec;157:110602. doi: 10.1016/j.ejrad.2022.110602. Epub 2022 Nov 11.","Salimi Y","Eur J Radiol","2022","2022/11/21","","","10.1016/j.ejrad.2022.110602"
"36213624","Material and nanomechanical properties of bone structural units of cortical and trabecular iliac bone tissues from untreated postmenopausal osteoporotic women","Farlay D, Falgayrac G, Ponçon C, Rizzo S, Cortet B, Chapurlat R, Penel G, Badoud I, Ammann P, Boivin G.","Bone Rep. 2022 Sep 29;17:101623. doi: 10.1016/j.bonr.2022.101623. eCollection 2022 Dec.","Farlay D","Bone Rep","2022","2022/10/10","PMC9535279","","10.1016/j.bonr.2022.101623"
"33594233","Author Correction: The genomics of childhood eating behaviours","Herle M, Abdulkadir M, Hübel C, Ferreira DS, Bryant-Waugh R, Loos RJF, Bulik CM, De Stavola B, Micali N.","Nat Hum Behav. 2021 May;5(5):663. doi: 10.1038/s41562-021-01072-1.","Herle M","Nat Hum Behav","2021","2021/02/17","","","10.1038/s41562-021-01072-1"
"35389071","Quantification of amyloid PET for future clinical use: a state-of-the-art review","Pemberton HG, Collij LE, Heeman F, Bollack A, Shekari M, Salvadó G, Alves IL, Garcia DV, Battle M, Buckley C, Stephens AW, Bullich S, Garibotto V, Barkhof F, Gispert JD, Farrar G; AMYPAD consortium.","Eur J Nucl Med Mol Imaging. 2022 Aug;49(10):3508-3528. doi: 10.1007/s00259-022-05784-y. Epub 2022 Apr 7.","Pemberton HG","Eur J Nucl Med Mol Imaging","2022","2022/04/07","PMC9308604","","10.1007/s00259-022-05784-y"
"34663979","Circadian clocks guide dendritic cells into skin lymphatics","Holtkamp SJ, Ince LM, Barnoud C, Schmitt MT, Sinturel F, Pilorz V, Pick R, Jemelin S, Mühlstädt M, Boehncke WH, Weber J, Laubender D, Philippou-Massier J, Chen CS, Holtermann L, Vestweber D, Sperandio M, Schraml BU, Halin C, Dibner C, Oster H, Renkawitz J, Scheiermann C.","Nat Immunol. 2021 Nov;22(11):1375-1381. doi: 10.1038/s41590-021-01040-x. Epub 2021 Oct 18.","Holtkamp SJ","Nat Immunol","2021","2021/10/19","PMC8553624","","10.1038/s41590-021-01040-x"
"34910812","Telomere Length Declines in Persons With Human Immunodeficiency Virus Before Antiretroviral Therapy Start but Not After Viral Suppression: A Longitudinal Study Over >17 Years","Schoepf IC, Thorball CW, Ledergerber B, Kootstra NA, Reiss P, Raffenberg M, Engel T, Braun DL, Hasse B, Thurnheer C, Marzolini C, Seneghini M, Bernasconi E, Cavassini M, Buvelot H, Arribas JR, Kouyos RD, Fellay J, Günthard HF, Tarr PE.","J Infect Dis. 2022 May 4;225(9):1581-1591. doi: 10.1093/infdis/jiab603.","Schoepf IC","J Infect Dis","2022","2021/12/15","","","10.1093/infdis/jiab603"
"33432183","The genomics of childhood eating behaviours","Herle M, Abdulkadir M, Hübel C, Ferreira DS, Bryant-Waugh R, Loos RJF, Bulik CM, De Stavola B, Micali N.","Nat Hum Behav. 2021 May;5(5):625-630. doi: 10.1038/s41562-020-01019-y. Epub 2021 Jan 11.","Herle M","Nat Hum Behav","2021","2021/01/12","PMC7610819","EMS114733","10.1038/s41562-020-01019-y"
"34487616","Influence of body mass index on clinical outcomes in venous thromboembolism: Insights from GARFIELD-VTE","Weitz JI, Farjat AE, Ageno W, Turpie AGG, Haas S, Goto S, Goldhaber SZ, Angchaisuksiri P, Gibbs H, MacCallum P, Carrier M, Kayani G, Schellong S, Bounameaux H, Mantovani LG, Prandoni P, Kakkar AK; GARFIELD-VTE Investigators.","J Thromb Haemost. 2021 Dec;19(12):3031-3043. doi: 10.1111/jth.15520. Epub 2021 Sep 16.","Weitz JI","J Thromb Haemost","2021","2021/09/06","","","10.1111/jth.15520"
"35131895","'My Five Moments': understanding a user-centred approach to hand hygiene improvement within a broader implementation strategy","Allegranzi B, Kilpatrick C, Sax H, Pittet D.","BMJ Qual Saf. 2022 Apr;31(4):259-262. doi: 10.1136/bmjqs-2021-013680. Epub 2022 Feb 7.","Allegranzi B","BMJ Qual Saf","2022","2022/02/08","","","10.1136/bmjqs-2021-013680"
"33728869","Upfront pembrolizumab as an effective treatment start in patients with PD-L1 ≥ 50% non-oncogene addicted non-small cell lung cancer and asymptomatic brain metastases: an exploratory analysis","Metro G, Gili A, Signorelli D, De Toma A, Garaffa M, Galetta D, Economopoulou P, Friedlaender A, Jimenez B, Collazo-Lorduy A, Addeo A, Chiarini P, Costa C, Mountzios G, Roila F.","Clin Transl Oncol. 2021 Sep;23(9):1818-1826. doi: 10.1007/s12094-021-02588-8. Epub 2021 Mar 16.","Metro G","Clin Transl Oncol","2021","2021/03/17","","","10.1007/s12094-021-02588-8"
"35150804","Comparing surgeons' skin tolerance and acceptability to alcohol-based surgical hand preparation vs traditional surgical scrub: A matched quasi-experimental study","Lopes AER, Menegueti MG, Gaspar GG, Tartari E, da Silva Canini SRM, Pittet D, Bellissimo-Rodrigues F.","Am J Infect Control. 2022 Oct;50(10):1091-1097. doi: 10.1016/j.ajic.2022.01.028. Epub 2022 Feb 10.","Lopes AER","Am J Infect Control","2022","2022/02/12","","","10.1016/j.ajic.2022.01.028"
"34152188","Bilocal Bell Inequalities Violated by the Quantum Elegant Joint Measurement","Tavakoli A, Gisin N, Branciard C.","Phys Rev Lett. 2021 Jun 4;126(22):220401. doi: 10.1103/PhysRevLett.126.220401.","Tavakoli A","Phys Rev Lett","2021","2021/06/21","","","10.1103/PhysRevLett.126.220401"
"34114847","Thermodynamic Uncertainty Relation in Slowly Driven Quantum Heat Engines","Miller HJD, Mohammady MH, Perarnau-Llobet M, Guarnieri G.","Phys Rev Lett. 2021 May 28;126(21):210603. doi: 10.1103/PhysRevLett.126.210603.","Miller HJD","Phys Rev Lett","2021","2021/06/11","","","10.1103/PhysRevLett.126.210603"
